_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
31900,536,1043008,JOSYF CARDINAL SLIPYJ CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,35 WEST DEANE PARK DR,English Separate,1043008,35,West Deane Park Dr,35 West Deane Park Dr,M9B 2R5,Etobicoke,Toronto,Josyf Cardinal Slipyj Catholic School,102003,910595,35,,,,2756,,,,,"{u'type': u'Point', u'coordinates': (-79.5660253981, 43.6594751992)}"
31901,537,532121,JOYCE PUBLIC SCHOOL,,EP,Toronto District School Board,26 JOYCE PKWY,English Public,532121,26,Joyce Pkwy,26 Joyce Pkwy,M6B 2S9,North York,Toronto,"Joyce Public School, Delo Park",102001,446122,26,,,,5927,,,,,"{u'type': u'Point', u'coordinates': (-79.4637574882, 43.7097753946)}"
31902,538,853872,KAPAPAMAHCHAKWEW - WANDERING SPIRIT SCHOOL,,EP,Toronto District School Board,16 PHIN AVE,English Public,853872,16,Phin Ave,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,102002,1140397,16,,,,4186,,,,,"{u'type': u'Point', u'coordinates': (-79.3366360566, 43.6791402347)}"
31903,539,987291,KAREN KAIN SCHOOL OF THE ARTS,,EP,Toronto District School Board,60 BERL AVE,English Public,987291,60,Berl Ave,60 Berl Ave,M8Y 3C7,Etobicoke,Toronto,,102001,912871,60,,,,1156,,,,,"{u'type': u'Point', u'coordinates': (-79.5001456128, 43.6310527118)}"
31904,540,8004943,KEELE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,99 MOUNTVIEW AVE,English Public,8004943,99,Mountview Ave,99 Mountview Ave,M6P 2L5,former Toronto,Toronto,Keele Street Public School,102001,8004908,99,,,,4028,,,,,"{u'type': u'Point', u'coordinates': (-79.4615965745, 43.6575074743)}"
31905,541,52633,KEELESDALE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,200 BICKNELL AVE,English Public,52633,200,Bicknell Ave,200 Bicknell Ave,M6M 4G9,York,Toronto,Keelesdale Junior Public School,102001,8519,200,,,,450,,,,,"{u'type': u'Point', u'coordinates': (-79.4769463101, 43.6869571005)}"
31906,542,30059351,KENNEDY LINC,,EP,Toronto District School Board,2907 KENNEDY RD,English Public,30059351,2907,Kennedy Rd,2907 Kennedy Rd,M1V 1S8,Scarborough,Toronto,,112001,9468017,2907,,,,8224,,,,,"{u'type': u'Point', u'coordinates': (-79.2973885878, 43.8036230146)}"
31907,543,332056,KENNEDY PUBLIC SCHOOL,,EP,Toronto District School Board,20 ELMFIELD CRES,English Public,332056,20,Elmfield Cres,20 Elmfield Cres,M1V 2Y6,Scarborough,Toronto,Kennedy Public School,102001,20051349,20,,,,7841,,,,,"{u'type': u'Point', u'coordinates': (-79.3081805176, 43.8188359158)}"
31908,544,2812332,KENSINGTON COMMUNITY SCHOOL,,EP,Toronto District School Board,401 COLLEGE ST,English Public,2812332,401,College St,401 College St,M5T 1S9,former Toronto,Toronto,,102001,1144329,401,,,,9765,,,,,"{u'type': u'Point', u'coordinates': (-79.4057315246, 43.6563978195)}"
31909,545,30028628,KENTON LEARNING CENTRE LINC,,EP,Toronto District School Board,34 KENTON DR,English Public,30028628,34,Kenton Dr,34 Kenton Dr,M2R 2H8,North York,Toronto,Kenton Learning Centre LINC,102001,30062425,34,,,,5956,,,,,"{u'type': u'Point', u'coordinates': (-79.4400572253, 43.7795492006)}"
31910,546,8236907,KEW BEACH JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,101 KIPPENDAVIE AVE,English Public,8236907,101,Kippendavie Ave,101 Kippendavie Ave,M4L 3R3,former Toronto,Toronto,Kew Beach Public School,102001,8236876,101,,,,3790,,,,,"{u'type': u'Point', u'coordinates': (-79.3027273153, 43.6684642406)}"
31911,547,14624738,KEW PARK MONTESSORI,,PR,,79 HIAWATHA RD,Private,14624738,79,Hiawatha Rd,79 Hiawatha Rd,M4L 2X7,former Toronto,Toronto,,109001,14023027,79,,,,3656,,,,,"{u'type': u'Point', u'coordinates': (-79.3220904093, 43.6709030436)}"
31912,548,877373,KEYSTONE INTERNATIONAL SCHOOLS,,PR,,23 TORONTO ST,Private,877373,23,Toronto St,23 Toronto St,M5C 2R1,former Toronto,Toronto,,104008,14662336,23,,,,4556,,,,,"{u'type': u'Point', u'coordinates': (-79.3760593472, 43.6505909715)}"
31913,549,320282,KHAIRUL UMMAH SCHOOL,,PR,,25 CIVIC RD,Private,320282,25,Civic Rd,25 Civic Rd,M1L 2K6,Scarborough,Toronto,,113001,111521,25,,,,7594,,,,,"{u'type': u'Point', u'coordinates': (-79.28411095, 43.7271075877)}"
31914,550,876040,KIMBERLEY JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,50 SWANWICK AVE,English Public,876040,50,Swanwick Ave,50 Swanwick Ave,M4E 1Z5,former Toronto,Toronto,Kimberly Public School Junior,102001,14016131,50,,,,4519,,,,,"{u'type': u'Point', u'coordinates': (-79.299127884, 43.6826199723)}"
31915,551,6355068,KING EDWARD JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,112 LIPPINCOTT ST,English Public,6355068,112,Lippincott St,112 Lippincott St,M5S 2P1,former Toronto,Toronto,King Edward Public School,102001,20006084,112,,,,3857,,,,,"{u'type': u'Point', u'coordinates': (-79.407408935, 43.6582441161)}"
31916,552,71098,KING GEORGE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 REXFORD RD,English Public,71098,25,Rexford Rd,25 Rexford Rd,M6S 2M2,York,Toronto,King George Public School,102001,9403,25,,,,838,,,,,"{u'type': u'Point', u'coordinates': (-79.4868867513, 43.6631626964)}"
31917,553,515827,KING'S ACADEMY,,PR,,77 FINCH AVE W,Private,515827,77,Finch Ave W,77 Finch Ave W,M2N 2H5,North York,Toronto,,100001,14234749,77,,,,1610,,,,,"{u'type': u'Point', u'coordinates': (-79.4221165959, 43.7780697274)}"
31918,554,533947,KINGSLAKE PUBLIC SCHOOL,,EP,Toronto District School Board,90 KINGSLAKE RD,English Public,533947,90,Kingslake Rd,90 Kingslake Rd,M2J 3E8,North York,Toronto,Kingslake Public School,102001,437389,90,,,,5972,,,,,"{u'type': u'Point', u'coordinates': (-79.3455302478, 43.7847819083)}"
31919,555,8740071,KINGSLEY PRIMARY,,PR,,3962 BLOOR ST W,Private,8740071,3962,Bloor St W,3962 Bloor St W,M9B 1M3,Etobicoke,Toronto,St Matthews Anglican Church,109001,8740062,3962,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.5489441029, 43.6393811176)}"
31920,556,1045581,KINGSVIEW VILLAGE JUNIOR SCHOOL,,EP,Toronto District School Board,1 YORK RD,English Public,1045581,1,York Rd,1 York Rd,M9R 3C8,Etobicoke,Toronto,Kingsview Village Public School,102001,908522,1,,,,2832,,,,,"{u'type': u'Point', u'coordinates': (-79.5507891279, 43.6978666585)}"
31921,557,3125850,KINGSWAY COLLEGE,,PR,,4600 DUNDAS ST W,Private,3125850,4600,Dundas St W,4600 Dundas St W,M9A 1A5,Etobicoke,Toronto,St Georges Church,109001,3125849,4600,,,,558,,,,,"{u'type': u'Point', u'coordinates': (-79.5212307439, 43.6569348409)}"
31922,558,1037710,KIPLING COLLEGIATE INSTITUTE,,EP,Toronto District School Board,380 THE WESTWAY,English Public,1037710,380,The Westway,380 The Westway,M9R 1H4,Etobicoke,Toronto,Kipling Collegiate Institute,102002,909272,380,,,,2606,,,,,"{u'type': u'Point', u'coordinates': (-79.5623537179, 43.685288123)}"
31923,559,8120790,KISOMO,,PR,,15 BETHRIDGE RD,Private,8120790,15,Bethridge Rd,15 Bethridge Rd,M9W 1M6,Etobicoke,Toronto,,115001,30107530,15,,,,1165,,,,,"{u'type': u'Point', u'coordinates': (-79.5681302842, 43.7074421543)}"
31924,560,11248000,KNB LEARNING,,PR,,3 RINGWAY CRES,Private,11248000,3,Ringway Cres,3 Ringway Cres,M9W 1X2,Etobicoke,Toronto,,115001,30076074,3,,,,2379,,,,,"{u'type': u'Point', u'coordinates': (-79.552304387, 43.7179013805)}"
31925,561,384283,KNOB HILL PUBLIC SCHOOL,,EP,Toronto District School Board,25 SEMINOLE AVE,English Public,384283,25,Seminole Ave,25 Seminole Ave,M1J 1M8,Scarborough,Toronto,Knob Hill Junior Public School,102001,110291,25,,,,8917,,,,,"{u'type': u'Point', u'coordinates': (-79.2497850292, 43.7452922847)}"
31926,562,559929,LA CITADELLE INTERNATIONAL ACADEMY OF ARTS & SCIENCES,,PR,,36 SCARSDALE RD,Private,559929,36,Scarsdale Rd,36 Scarsdale Rd,M3B 2R7,North York,Toronto,,113001,30084194,36,,,,6662,,,,,"{u'type': u'Point', u'coordinates': (-79.3547074371, 43.747459284)}"
31927,563,1011402,LAKESHORE COLLEGIATE INSTITUTE,,EP,Toronto District School Board,350 KIPLING AVE,English Public,1011402,350,Kipling Ave,350 Kipling Ave,M8V 3L1,Etobicoke,Toronto,Lakeshore Collegiate Institute,102002,914446,350,,,,1935,,,,,"{u'type': u'Point', u'coordinates': (-79.5191606371, 43.6015634242)}"
31928,564,2921932,LAKESHORE LINC CENTRE,,ES,Toronto Catholic District School Board,2275 LAKE SHORE BLVD W,English Separate,2921932,2275,Lake Shore Blvd W,2275 Lake Shore Blvd W,M8V 3Y3,Etobicoke,Toronto,,104008,14660388,2275,,,,1962,,,,,"{u'type': u'Point', u'coordinates': (-79.4853380485, 43.6195665331)}"
31929,565,534646,LAMBERTON  PUBLIC SCHOOL,,EP,Toronto District School Board,33 LAMBERTON BLVD,English Public,534646,33,Lamberton Blvd,33 Lamberton Blvd,M3J 1G6,North York,Toronto,Lamberton Public School,102001,440937,33,,,,5999,,,,,"{u'type': u'Point', u'coordinates': (-79.5028244891, 43.7536543018)}"
31930,566,7033947,LAMBTON KINGSWAY JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,525 PRINCE EDWARD DR N,English Public,7033947,525,Prince Edward Dr N,525 Prince Edward Dr N,M8X 2M6,Etobicoke,Toronto,Lambton-Kingsway Junior Middle School,102001,7033940,525,,,,10300,,,,,"{u'type': u'Point', u'coordinates': (-79.5093148073, 43.6586572209)}"
31931,567,52404,LAMBTON PARK COMMUNITY SCHOOL,,EP,Toronto District School Board,50 BERNICE CRES,English Public,52404,50,Bernice Cres,50 Bernice Cres,M6N 1W9,York,Toronto,Lambton Park Community School,102001,9328,50,,,,445,,,,,"{u'type': u'Point', u'coordinates': (-79.4983074871, 43.6675759817)}"
31932,568,312017,L'AMOREAUX COLLEGIATE INSTITUTE,,EP,Toronto District School Board,2501 BRIDLETOWNE CRCL,English Public,312017,2501,Bridletowne Crcl,2501 Bridletowne Crcl,M1W 2K1,Scarborough,Toronto,Lamoreaux Collegiate Institute,102002,104968,2501,,,,7426,,,,,"{u'type': u'Point', u'coordinates': (-79.3180737472, 43.8029177681)}"
31933,569,7641687,LANOR JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,450 LANOR AVE,English Public,7641687,450,Lanor Ave,450 Lanor Ave,M8W 2S1,Etobicoke,Toronto,Lanor Junior Middle School,102001,7641688,450,,,,1972,,,,,"{u'type': u'Point', u'coordinates': (-79.544792185, 43.6095014861)}"
31934,570,4833177,LAUREATE INTERNATIONAL COLLEGE,,PR,,240 DUNCAN MILL RD,Private,4833177,240,Duncan Mill Rd,240 Duncan Mill Rd,M3B 3S6,North York,Toronto,,104008,30005251,240,,,,5455,,,,,"{u'type': u'Point', u'coordinates': (-79.3514531391, 43.7622199228)}"
31935,571,10379215,LAWRENCE HEIGHTS MIDDLE SCHOOL,,EP,Toronto District School Board,50 HIGHLAND HILL,English Public,10379215,50,Highland Hill,50 Highland Hill,M6A 2R1,North York,Toronto,Lawrence Heights Middle School,102001,10379214,50,,,,5833,,,,,"{u'type': u'Point', u'coordinates': (-79.4510772509, 43.7208322544)}"
31936,572,8344129,LAWRENCE PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,125 CHATSWORTH DR,English Public,8344129,125,Chatsworth Dr,125 Chatsworth Dr,M4R 1S1,former Toronto,Toronto,Lawrence Park Collegiate Institute,102002,8344132,125,,,,3149,,,,,"{u'type': u'Point', u'coordinates': (-79.4104390775, 43.7222227052)}"
31937,573,3244917,LEASIDE HIGH SCHOOL,,EP,Toronto District School Board,200 HANNA RD,English Public,3244917,200,Hanna Rd,200 Hanna Rd,M4G 3N8,East York,Toronto,Leaside High School,102002,347,200,,,,187,,,,,"{u'type': u'Point', u'coordinates': (-79.3725387474, 43.7110428289)}"
31938,574,7110840,LEDBURY PARK ELEMENTARY & MIDDLE SCHOOL,,EP,Toronto District School Board,95 FALKIRK ST,English Public,7110840,95,Falkirk St,95 Falkirk St,M5M 4K1,North York,Toronto,Ledbury Elementary Middle School,102001,7110841,95,,,,5551,,,,,"{u'type': u'Point', u'coordinates': (-79.4271823065, 43.7274253088)}"
31939,575,50614,LEO BAECK DAY SCHOOL - SOUTH CAMPUS,,PR,,501 ARLINGTON AVE,Private,50614,501,Arlington Ave,501 Arlington Ave,M6C 3A4,York,Toronto,Arlington Middle School,102005,30088089,501,,,,412,,,,,"{u'type': u'Point', u'coordinates': (-79.4329480384, 43.692286738)}"
31940,576,7792249,LEONARDO DA VINCI ACADEMY OF ARTS AND SCIENCES,,PR,,100 ALLANHURST DR,Private,7792249,100,Allanhurst Dr,100 Allanhurst Dr,M9A 4K4,Etobicoke,Toronto,Leonardo Da Vinci Academy,102005,7792240,100,,,,1031,,,,,"{u'type': u'Point', u'coordinates': (-79.5194735179, 43.6801476372)}"
31941,577,536699,LESCON PUBLIC SCHOOL,,EP,Toronto District School Board,34 LESCON RD,English Public,536699,34,Lescon Rd,34 Lescon Rd,M2J 2G6,North York,Toronto,Lescon Public School - Building Grounds,102001,437795,34,,,,6046,,,,,"{u'type': u'Point', u'coordinates': (-79.3577389782, 43.7808296263)}"
31942,578,832942,LESLIEVILLE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,254 LESLIE ST,English Public,832942,254,Leslie St,254 Leslie St,M4M 3C9,former Toronto,Toronto,Leslieville Public School Junior,102001,1142529,254,,,,225,,,,,"{u'type': u'Point', u'coordinates': (-79.3324077239, 43.6673207679)}"
31943,579,390705,LESTER B PEARSON COLLEGIATE INSTITUTE,,EP,Toronto District School Board,150 TAPSCOTT RD,English Public,390705,150,Tapscott Rd,150 Tapscott Rd,M1B 2L2,Scarborough,Toronto,Lester B Pearson Collegiate Institute,102002,104524,150,,,,9057,,,,,"{u'type': u'Point', u'coordinates': (-79.2258580493, 43.8033727841)}"
31944,580,9487216,LESTER B PEARSON ELEMENTARY SCHOOL,,EP,Toronto District School Board,7 SNOWCREST AVE,English Public,9487216,7,Snowcrest Ave,7 Snowcrest Ave,M2K 2K5,North York,Toronto,Lester B. Pearson Elementary School,115001,9487214,7,,,,6738,,,,,"{u'type': u'Point', u'coordinates': (-79.3874623163, 43.7923194425)}"
31945,581,8754456,LIBERTY PREPARATORY SCHOOL - CORKTOWN,,PR,,162 PARLIAMENT ST,Private,8754456,162,Parliament St,162 Parliament St,M5A 2Z1,former Toronto,Toronto,,115001,8754429,162,,,,4162,,,,,"{u'type': u'Point', u'coordinates': (-79.3647409261, 43.655020111)}"
31946,582,537109,LILLIAN PUBLIC SCHOOL,,EP,Toronto District School Board,1059 LILLIAN ST,English Public,537109,1059,Lillian St,1059 Lillian St,M2M 3G1,North York,Toronto,Lillian Public School,102001,3252289,1059,,,,3850,,,,,"{u'type': u'Point', u'coordinates': (-79.4103985022, 43.7978213697)}"
31947,583,30114181,LITTLE OWL PRESCHOOL ELEMENTARY,,PR,,99A SHEPPARD AVE W,Private,30114181,99A,Sheppard Ave W,99A Sheppard Ave W,,North York,Toronto,,115001,439927,99,A,,,6699,,,,,"{u'type': u'Point', u'coordinates': (-79.4160453355, 43.7601252178)}"
31948,584,561946,LOLART SECONDARY SCHOOL,,PR,,87 SHEPPARD AVE W,Private,561946,87,Sheppard Ave W,87 Sheppard Ave W,M2N 1M4,North York,Toronto,,112001,439896,87,,,,6699,,,,,"{u'type': u'Point', u'coordinates': (-79.4153540908, 43.7603227431)}"
31949,585,14172941,LORD DUFFERIN JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,350 PARLIAMENT ST,English Public,14172941,350,Parliament St,350 Parliament St,M5A 2Z7,former Toronto,Toronto,Lord Dufferin Public School,102001,30073974,350,,,,4162,,,,,"{u'type': u'Point', u'coordinates': (-79.3669550617, 43.6608245373)}"
31950,586,8105948,LORD LANSDOWNE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,33 ROBERT ST,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,,115001,14022601,33,,,,844,,,,,"{u'type': u'Point', u'coordinates': (-79.401909851, 43.6589530395)}"
31951,587,356987,LORD ROBERTS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,165 LORD ROBERTS DR,English Public,356987,165,Lord Roberts Dr,165 Lord Roberts Dr,M1K 3W5,Scarborough,Toronto,Lord Roberts Junior Public School,102001,110705,165,,,,8361,,,,,"{u'type': u'Point', u'coordinates': (-79.2636373333, 43.7413177791)}"
31952,588,541018,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,101 MASON BLVD,English Separate,541018,101,Mason Blvd,101 Mason Blvd,M5M 3E2,North York,Toronto,Loretto Abbey Catholic Secondary School,102004,442422,101,,,,6178,,,,,"{u'type': u'Point', u'coordinates': (-79.4110818264, 43.7412253212)}"
31953,589,10410585,LORETTO COLLEGE SCHOOL,,ES,Toronto Catholic District School Board,151 ROSEMOUNT AVE,English Separate,10410585,151,Rosemount Ave,151 Rosemount Ave,M6H 2N1,former Toronto,Toronto,Loretto College Catholic School,102003,10410573,151,,,,9755,,,,,"{u'type': u'Point', u'coordinates': (-79.4432469522, 43.6757367137)}"
31954,590,11484484,LOWELL INTERNATIONAL ACADEMY SECONDARY SCHOOL,,PR,,3601 VICTORIA PARK AVE,Private,11484484,3601,Victoria Park Ave,3601 Victoria Park Ave,M1W 3Y3,Scarborough,Toronto,,115001,11484483,3601,,,,370,,,,,"{u'type': u'Point', u'coordinates': (-79.3356854772, 43.8036486929)}"
31955,591,366470,LUCY MAUD MONTGOMERY PUBLIC SCHOOL,,EP,Toronto District School Board,95 MURISON BLVD,English Public,366470,95,Murison Blvd,95 Murison Blvd,M1B 2L6,Scarborough,Toronto,Lucy Maud Montgomery Public School,102001,105173,95,,,,8552,,,,,"{u'type': u'Point', u'coordinates': (-79.209365718, 43.7969167927)}"
31956,592,13494198,LUCY MCCORMICK SENIOR SCHOOL,,EP,Toronto District School Board,2717 DUNDAS ST W,English Public,13494198,2717,Dundas St W,2717 Dundas St W,M6P 1Y1,former Toronto,Toronto,Lucy McCormick Senior Public School,102001,12189729,2717,,,,558,,,,,"{u'type': u'Point', u'coordinates': (-79.4601799672, 43.6646326068)}"
31957,593,9741281,LYCEE FRANCAIS DE TORONTO,,PR,,2327 DUFFERIN ST,Private,9741281,2327,Dufferin St,2327 Dufferin St,M6E 3S5,York,Toronto,D. B. Hood Community School,102005,9741259,2327,,,,557,,,,,"{u'type': u'Point', u'coordinates': (-79.4488750654, 43.6935935697)}"
31958,594,316950,LYNNGATE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,129 CASS AVE,English Public,316950,129,Cass Ave,129 Cass Ave,M1T 2B5,Scarborough,Toronto,Lynngate Junior Public School,102001,30100525,129,,,,7523,,,,,"{u'type': u'Point', u'coordinates': (-79.3006602548, 43.7766766424)}"
31959,595,14174271,LYNNWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,50 SOUTHLAWN DR,English Public,14174271,50,Southlawn Dr,50 Southlawn Dr,M1S 1J1,Scarborough,Toronto,Lynnwood Heights Junior Public School,102001,6332545,50,,,,8981,,,,,"{u'type': u'Point', u'coordinates': (-79.2913478665, 43.7965807576)}"
31960,596,20043689,MAC AL-FURQAN SCHOOL,,PR,,60 TOWN CENTRE CRT,Private,20043689,60,Town Centre Crt,60 Town Centre Crt,M1P 0B1,Scarborough,Toronto,,100001,107849,60,,,,9555,,,,,"{u'type': u'Point', u'coordinates': (-79.2558617025, 43.7733999345)}"
31961,597,4833177,MACKENZIE ACADEMY,,PR,,240 DUNCAN MILL RD,Private,4833177,240,Duncan Mill Rd,240 Duncan Mill Rd,M3B 3S6,North York,Toronto,,104008,30005251,240,,,,5455,,,,,"{u'type': u'Point', u'coordinates': (-79.3514531391, 43.7622199228)}"
31962,598,347260,MACKLIN PUBLIC SCHOOL,,EP,Toronto District School Board,136 INGLETON BLVD,English Public,347260,136,Ingleton Blvd,136 Ingleton Blvd,M1V 2Y4,Scarborough,Toronto,Macklin Public School,102001,30058455,136,,,,8163,,,,,"{u'type': u'Point', u'coordinates': (-79.2674700421, 43.8217884563)}"
31963,599,7939812,MADINAH ISLAMIC SCHOOL,,PR,,1015 DANFORTH AVE,Private,7939812,1015,Danforth Ave,1015 Danforth Ave,M4J 1M1,former Toronto,Toronto,Jamiatul Muslemin Of Toronto,109001,10010625,1015,,,,86,,,,,"{u'type': u'Point', u'coordinates': (-79.3360711684, 43.6804086382)}"
31964,600,376319,MADINATUL ULOOM ACADEMY INC,,PR,,710 PROGRESS AVE,Private,376319,710,Progress Ave,710 Progress Ave,M1H 2X3,Scarborough,Toronto,,113001,107416,710,,,,8740,,,,,"{u'type': u'Point', u'coordinates': (-79.2474745696, 43.7786535641)}"
31965,601,376313,MADINATUL-ULOOM ISLAMIC BOYS AND PRIMARY,,PR,,670 PROGRESS AVE,Private,376313,670,Progress Ave,670 Progress Ave,M1H 3A4,Scarborough,Toronto,,113001,107416,670,,,,8740,,,,,"{u'type': u'Point', u'coordinates': (-79.2501100015, 43.777743498)}"
31966,602,376317,MADINATUL-ULOOM ISLAMIC GIRLS,,PR,,700 PROGRESS AVE,Private,376317,700,Progress Ave,700 Progress Ave,M1H 2Z7,Scarborough,Toronto,,113001,107416,700,,,,8740,,,,,"{u'type': u'Point', u'coordinates': (-79.247910858, 43.7782059907)}"
31967,603,509514,MADONNA CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,20 DUBRAY AVE,English Separate,509514,20,Dubray Ave,20 Dubray Ave,M3K 1V5,North York,Toronto,Madonna Catholic Secondary School,102004,30105871,20,,,,5441,,,,,"{u'type': u'Point', u'coordinates': (-79.4774829362, 43.7294163955)}"
31968,604,1041845,MADRESATUL BANAAT ALMUSLIMAAT,,PR,,10 VULCAN ST,Private,1041845,10,Vulcan St,10 Vulcan St,M9W 1L2,Etobicoke,Toronto,,113001,908227,10,,,,2724,,,,,"{u'type': u'Point', u'coordinates': (-79.5786367526, 43.7052672727)}"
31969,605,563759,MAGNIFICENT MINDS SCHOOL,,PR,,37 SOUTHBOURNE AVE,Private,563759,37,Southbourne Ave,37 Southbourne Ave,M3H 1A4,North York,Toronto,Adath Israel Congregation,109001,442635,37,,,,6750,,,,,"{u'type': u'Point', u'coordinates': (-79.4312221028, 43.7385452577)}"
31970,606,836897,MALVERN COLLEGIATE INSTITUTE,,EP,Toronto District School Board,55 MALVERN AVE,English Public,836897,55,Malvern Ave,55 Malvern Ave,M4E 3E4,former Toronto,Toronto,Malvern Collegiate Institute,102002,1139888,55,,,,3904,,,,,"{u'type': u'Point', u'coordinates': (-79.2929363196, 43.6829141497)}"
31971,607,358756,MALVERN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,70 MAMMOTH HALL TRL,English Public,358756,70,Mammoth Hall Trl,70 Mammoth Hall Trl,M1B 1P6,Scarborough,Toronto,Malvern Junior Public School,102001,30060555,70,,,,8403,,,,,"{u'type': u'Point', u'coordinates': (-79.2332519441, 43.797839461)}"
31972,608,14190806,MALVERN MONTESSORI SCHOOL,,PR,,10 SEWELL'S RD,Private,14190806,10,Sewell's Rd,10 Sewell's Rd,M1B 3G5,Scarborough,Toronto,,109001,30013272,10,,,,8919,,,,,"{u'type': u'Point', u'coordinates': (-79.2177894185, 43.8072429488)}"
31973,609,359023,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,90 MANHATTAN DR,English Public,359023,90,Manhattan Dr,90 Manhattan Dr,M1R 3V8,Scarborough,Toronto,Manhattan Park,102001,109829,90,,,,8407,,,,,"{u'type': u'Point', u'coordinates': (-79.2953011187, 43.7533540032)}"
31974,610,845017,MANOR MONTESSORI - MOUNT PLEASANT,,PR,,909 MOUNT PLEASANT RD,Private,845017,909,Mount Pleasant Rd,909 Mount Pleasant Rd,M4P 2Z6,former Toronto,Toronto,,112001,1138163,909,,,,4022,,,,,"{u'type': u'Point', u'coordinates': (-79.3911624303, 43.7116041441)}"
31975,611,385409,MAPLE LEAF COLLEGIATE,,PR,,4002 SHEPPARD AVE E,Private,385409,4002,Sheppard Ave E,4002 Sheppard Ave E,M1S 4R5,Scarborough,Toronto,,104008,106853,4002,,,,6698,,,,,"{u'type': u'Point', u'coordinates': (-79.2879056184, 43.7836906701)}"
31976,612,504683,MAPLE LEAF PUBLIC SCHOOL,,EP,Toronto District School Board,301 CULFORD RD,English Public,504683,301,Culford Rd,301 Culford Rd,M6L 2V4,North York,Toronto,Maple Leaf Public School,102001,445682,301,,,,5309,,,,,"{u'type': u'Point', u'coordinates': (-79.4902752212, 43.7148506432)}"
31977,613,336715,MAPLEWOOD HIGH SCHOOL,,EP,Toronto District School Board,120 GALLOWAY RD,English Public,336715,120,Galloway Rd,120 Galloway Rd,M1E 1W7,Scarborough,Toronto,Maplewood High School,102002,109225,120,,,,7948,,,,,"{u'type': u'Point', u'coordinates': (-79.1948946346, 43.7588978528)}"
31978,614,10750672,MARC GARNEAU COLLEGIATE INSTITUTE,,EP,Toronto District School Board,135 OVERLEA BLVD,English Public,10750672,135,Overlea Blvd,135 Overlea Blvd,M3C 1B3,North York,Toronto,Marc Garneau Collegiate Institute,102002,10750670,135,,,,278,,,,,"{u'type': u'Point', u'coordinates': (-79.3349679464, 43.7089756854)}"
31979,615,3111592,MARIA MONTESSORI,,PR,,125 BRENTCLIFFE RD,Private,3111592,125,Brentcliffe Rd,125 Brentcliffe Rd,M4G 3Y7,East York,Toronto,Northlea United Church,109001,3111593,125,,,,42,,,,,"{u'type': u'Point', u'coordinates': (-79.3630591104, 43.717378797)}"
31980,616,4368161,MARIYAH ISLAMIC SCHOOL,,PR,,3665 LAWRENCE AVE E,Private,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,,112001,4368146,3665,,,,3828,,,,,"{u'type': u'Point', u'coordinates': (-79.2204196022, 43.7603212832)}"
31981,617,8354441,MARKET LANE JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,246 THE ESPLANADE,English Public,8354441,246,The Esplanade,246 The Esplanade,M5A 4J6,former Toronto,Toronto,Market Lane Ps Jr. & Sr.,102001,8354438,246,,,,4541,,,,,"{u'type': u'Point', u'coordinates': (-79.364741396, 43.6498503803)}"
